T,L,M,absM,E,M2,E2,M4
2.88000000,128,-0.00046667,0.02378815,-0.86882367,0.00089391,0.75509074,0.00000239
2.90000000,128,0.00095032,0.02326636,-0.86000885,0.00084805,0.73985642,0.00000210
2.92000000,128,0.00090833,0.02264661,-0.85126617,0.00080373,0.72487627,0.00000186
2.94000000,128,-0.00023972,0.02212595,-0.84222595,0.00077199,0.70957109,0.00000175
2.96000000,128,0.00100525,0.02203516,-0.83388586,0.00076714,0.69558950,0.00000185
2.98000000,128,0.00020074,0.02154938,-0.82543683,0.00073758,0.68157777,0.00000172
3.00000000,128,0.00093655,0.02169785,-0.81686633,0.00073615,0.66749027,0.00000161
3.02000000,128,0.00028156,0.02131079,-0.80931348,0.00070527,0.65520381,0.00000145
3.04000000,128,0.00004807,0.02071890,-0.80156824,0.00067895,0.64272084,0.00000138
3.06000000,128,-0.00054123,0.02004514,-0.79393463,0.00062738,0.63054805,0.00000117
3.08000000,128,0.00029596,0.02019843,-0.78652863,0.00064336,0.61884515,0.00000124
3.10000000,128,0.00038672,0.01942328,-0.77952643,0.00059288,0.60786806,0.00000107
3.12000000,128,-0.00063156,0.01945590,-0.77207007,0.00059288,0.59629882,0.00000103
3.14000000,128,0.00064594,0.01927649,-0.76540704,0.00058421,0.58605962,0.00000103
3.16000000,128,0.00055508,0.01870303,-0.75851855,0.00054972,0.57556050,0.00000093
3.18000000,128,0.00013840,0.01856326,-0.75149194,0.00053893,0.56494824,0.00000088
3.20000000,128,-0.00019522,0.01828256,-0.74498389,0.00052538,0.55520896,0.00000084
3.22000000,128,0.00031845,0.01787558,-0.73854675,0.00050043,0.54564247,0.00000076
3.24000000,128,0.00011703,0.01751132,-0.73245422,0.00048668,0.53669885,0.00000073
3.26000000,128,-0.00052362,0.01702191,-0.72626581,0.00045331,0.52765769,0.00000060
3.28000000,128,0.00112817,0.01741492,-0.72026849,0.00047058,0.51898584,0.00000064
3.30000000,128,0.00030447,0.01737088,-0.71445044,0.00047523,0.51063155,0.00000067
3.32000000,128,-0.00028586,0.01693600,-0.70855554,0.00045777,0.50224952,0.00000065
3.34000000,128,0.00011969,0.01654895,-0.70262128,0.00043221,0.49387450,0.00000056
3.36000000,128,-0.00047015,0.01658679,-0.69723993,0.00043469,0.48634178,0.00000057
3.38000000,128,-0.00012360,0.01644983,-0.69159680,0.00042168,0.47849920,0.00000053
3.40000000,128,-0.00018915,0.01625995,-0.68598547,0.00040381,0.47076995,0.00000046
